imu9250 monitor started
time, gx, gy, gz, mx, my, mz, ax, ay, az, comp
2904, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2915, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2926, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2937, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2947, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2958, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2970, -2.475, 0.914, 1.172, 39.976,-15.418, 15.643, 0.016, 0.013, 1.033, 201.090 
2981, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
2992, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3002, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3013, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3024, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3036, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3047, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3058, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3069, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3082, -2.435, 0.937, 1.176, 39.950,-15.381, 15.561, 0.016, 0.013, 1.034, 201.057 
3094, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3106, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3117, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3128, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3139, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3150, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3161, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3172, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3184, -2.441, 0.922, 1.134, 39.929,-15.352, 15.496, 0.017, 0.013, 1.034, 201.031 
3195, -2.441, 0.922, 1.134, 39.971,-15.270, 15.678, 0.017, 0.013, 1.034, 200.908 
3207, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3218, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3229, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3240, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3251, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3263, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3274, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3285, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3296, -2.411, 0.936, 1.184, 39.971,-15.270, 15.678, 0.016, 0.013, 1.036, 200.908 
3307, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.016, 0.013, 1.036, 200.873 
3318, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3329, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3340, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3352, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3363, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3374, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3385, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3396, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3408, -2.395, 0.946, 1.179, 40.180,-15.321, 15.765, 0.017, 0.013, 1.034, 200.873 
3419, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3430, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3441, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3452, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3463, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3474, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3485, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3497, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3508, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3520, -2.418, 0.981, 1.097, 40.172,-15.245, 15.952, 0.017, 0.011, 1.035, 200.782 
3531, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3542, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3553, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3564, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3575, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3586, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3597, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3608, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3619, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3631, -2.432, 0.992, 1.081, 40.194,-15.507, 16.014, 0.017, 0.012, 1.034, 201.097 
3642, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.034, 201.275 
3653, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3664, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3675, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3686, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3697, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3708, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3719, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3730, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3741, -2.439, 0.991, 1.136, 40.212,-15.658, 16.122, 0.017, 0.012, 1.037, 201.275 
3753, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.017, 0.012, 1.037, 201.423 
3764, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3775, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3786, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3797, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3808, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3819, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3830, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3841, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3852, -2.461, 1.055, 1.112, 40.139,-15.749, 16.061, 0.016, 0.013, 1.036, 201.423 
3864, -2.461, 1.055, 1.112, 40.168,-15.793, 15.867, 0.016, 0.013, 1.036, 201.463 
3875, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3886, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3896, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3907, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3919, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3938, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3949, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3960, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3971, -2.461, 1.004, 1.117, 40.168,-15.793, 15.867, 0.015, 0.013, 1.038, 201.463 
3983, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
3994, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4005, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4016, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4027, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4039, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4050, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4061, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4072, -2.491, 0.983, 1.066, 40.133,-15.710, 15.828, 0.015, 0.012, 1.038, 201.378 
4083, -2.491, 0.983, 1.066, 40.104,-15.645, 15.798, 0.015, 0.012, 1.038, 201.311 
4095, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4106, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4117, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4129, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4140, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4151, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4162, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4173, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4184, -2.466, 0.981, 1.127, 40.104,-15.645, 15.798, 0.016, 0.013, 1.039, 201.311 
4196, -2.466, 0.981, 1.127, 40.082,-15.650, 15.890, 0.016, 0.013, 1.039, 201.329 
4207, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4217, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4229, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4240, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4251, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4262, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4273, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4284, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4296, -2.476, 1.009, 1.167, 40.082,-15.650, 15.890, 0.016, 0.012, 1.039, 201.329 
4307, -2.476, 1.009, 1.167, 39.976,-15.392, 15.876, 0.016, 0.012, 1.039, 201.058 
4318, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4329, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4340, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4351, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4362, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4374, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4385, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4396, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4408, -2.517, 0.958, 1.195, 39.976,-15.392, 15.876, 0.016, 0.013, 1.039, 201.058 
4421, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4432, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4443, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4454, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4466, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4477, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4488, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4499, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4510, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4521, -2.468, 0.925, 1.186, 39.862,-15.390, 16.070, 0.015, 0.013, 1.039, 201.110 
4533, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4544, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4555, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4566, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4577, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4588, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4599, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4610, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4621, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4633, -2.435, 0.897, 1.166, 39.976,-15.359, 16.138, 0.015, 0.013, 1.039, 201.017 
4645, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4656, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4667, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4678, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4689, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4700, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4712, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4723, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4734, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4745, -2.453, 0.878, 1.131, 40.008,-15.392, 16.191, 0.015, 0.012, 1.038, 201.043 
4757, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4768, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4779, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4790, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4801, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4812, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4823, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4834, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4845, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4857, -2.451, 0.901, 1.140, 40.063,-15.449, 15.912, 0.014, 0.012, 1.038, 201.087 
4871, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4882, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4893, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4904, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4915, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4926, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4937, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4948, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4968, -2.455, 0.905, 1.159, 40.195,-15.699, 15.952, 0.014, 0.013, 1.037, 201.334 
4980, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.014, 0.013, 1.037, 201.479 
4991, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5002, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5012, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5023, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5034, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5045, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5056, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5067, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5079, -2.507, 0.953, 1.095, 40.330,-15.870, 16.073, 0.015, 0.013, 1.037, 201.479 
5091, -2.507, 0.953, 1.095, 40.233,-15.860, 16.022, 0.015, 0.013, 1.037, 201.514 
5104, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5115, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5126, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5136, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5148, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5159, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5170, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5181, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5192, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5203, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5215, -2.528, 0.926, 1.119, 40.233,-15.860, 16.022, 0.015, 0.014, 1.038, 201.514 
5228, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5239, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5250, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5261, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5272, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5283, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5294, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5305, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5316, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5327, -2.451, 0.873, 1.131, 40.331,-15.852, 15.865, 0.015, 0.013, 1.038, 201.457 
5341, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5352, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5362, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5373, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5384, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5395, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5407, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5418, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5429, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5440, -2.460, 0.889, 1.163, 40.293,-15.729, 15.856, 0.016, 0.013, 1.037, 201.324 
5451, -2.460, 0.889, 1.163, 40.291,-15.776, 15.995, 0.016, 0.013, 1.037, 201.383 
5462, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5473, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5484, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5495, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5506, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5517, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5528, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5540, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5551, -2.444, 0.951, 1.101, 40.291,-15.776, 15.995, 0.015, 0.013, 1.038, 201.383 
5564, -2.444, 0.951, 1.101, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5575, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5587, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5598, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5609, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5620, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5631, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5642, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5654, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5665, -2.424, 0.971, 1.107, 40.290,-15.815, 16.107, 0.015, 0.013, 1.038, 201.431 
5678, -2.424, 0.971, 1.107, 40.406,-15.728, 15.962, 0.015, 0.013, 1.038, 201.268 
5689, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5700, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5711, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5722, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5733, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5744, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5755, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5766, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5777, -2.421, 0.968, 1.140, 40.406,-15.728, 15.962, 0.015, 0.013, 1.037, 201.268 
5792, -2.421, 0.968, 1.140, 40.352,-15.747, 16.109, 0.015, 0.013, 1.037, 201.317 
5803, -2.419, 0.982, 1.120, 40.352,-15.747, 16.109, 0.015, 0.012, 1.037, 201.317 
